Date,Open,High,Low,Close
16/06/2020,"1,152.00","1,164.27","1,164.27","1,164.27"
15/06/2020,"1,123.56","1,136.59","1,136.59","1,136.59"
12/06/2020,"1,141.43","1,134.51","1,134.51","1,134.51"
11/06/2020,"1,188.93","1,126.67","1,126.67","1,126.67"
10/06/2020,"1,199.67","1,193.84","1,193.84","1,193.84"
09/06/2020,"1,207.67","1,195.49","1,195.49","1,195.49"
08/06/2020,"1,198.65","1,208.56","1,208.56","1,208.56"
05/06/2020,"1,184.12","1,200.89","1,200.89","1,200.89"
04/06/2020,"1,188.23","1,181.32","1,181.32","1,181.32"
03/06/2020,"1,195.63","1,190.92","1,190.92","1,190.92"
02/06/2020,"1,186.40","1,193.30","1,193.30","1,193.30"
01/06/2020,"1,189.26","1,186.09","1,186.09","1,186.09"
29/05/2020,"1,186.81","1,198.14","1,198.14","1,198.14"
28/05/2020,"1,177.02","1,183.11","1,183.11","1,183.11"
27/05/2020,"1,156.87","1,168.41","1,168.41","1,168.41"
26/05/2020,"1,168.30","1,156.27","1,156.27","1,156.27"
22/05/2020,"1,155.46","1,158.51","1,158.51","1,158.51"
21/05/2020,"1,164.38","1,156.32","1,156.32","1,156.32"
20/05/2020,"1,170.98","1,165.78","1,165.78","1,165.78"
19/05/2020,"1,176.40","1,164.35","1,164.35","1,164.35"
18/05/2020,"1,184.38","1,178.58","1,178.58","1,178.58"
15/05/2020,"1,156.04","1,167.63","1,167.63","1,167.63"
14/05/2020,"1,139.46","1,159.19","1,159.19","1,159.19"
13/05/2020,"1,158.24","1,146.87","1,146.87","1,146.87"
12/05/2020,"1,181.12","1,159.62","1,159.62","1,159.62"
11/05/2020,"1,155.61","1,177.17","1,177.17","1,177.17"
08/05/2020,"1,159.49","1,157.47","1,157.47","1,157.47"
07/05/2020,"1,158.87","1,151.26","1,151.26","1,151.26"
06/05/2020,"1,166.50","1,151.78","1,151.78","1,151.78"
05/05/2020,"1,148.02","1,163.21","1,163.21","1,163.21"
04/05/2020,"1,137.80","1,138.72","1,138.72","1,138.72"
01/05/2020,"1,152.53","1,137.89","1,137.89","1,137.89"
30/04/2020,"1,164.30","1,162.03","1,162.03","1,162.03"
29/04/2020,"1,168.07","1,167.15","1,167.15","1,167.15"
28/04/2020,"1,187.96","1,158.58","1,158.58","1,158.58"
27/04/2020,"1,173.44","1,183.79","1,183.79","1,183.79"
24/04/2020,"1,158.91","1,168.43","1,168.43","1,168.43"
23/04/2020,"1,151.80","1,151.83","1,151.83","1,151.83"
22/04/2020,"1,143.09","1,146.31","1,146.31","1,146.31"
21/04/2020,"1,150.26","1,128.23","1,128.23","1,128.23"
20/04/2020,"1,167.64","1,164.79","1,164.79","1,164.79"
17/04/2020,"1,170.26","1,173.93","1,173.93","1,173.93"
16/04/2020,"1,133.15","1,150.15","1,150.15","1,150.15"
15/04/2020,"1,121.34","1,125.42","1,125.42","1,125.42"
14/04/2020,"1,111.73","1,131.35","1,131.35","1,131.35"
13/04/2020,"1,105.03","1,095.15","1,095.15","1,095.15"
09/04/2020,"1,100.14","1,106.01","1,106.01","1,106.01"
08/04/2020,"1,061.43","1,099.88","1,099.88","1,099.88"
07/04/2020,"1,085.42","1,055.49","1,055.49","1,055.49"
06/04/2020,"1,037.88","1,065.43","1,065.43","1,065.43"
03/04/2020,"1,014.30","1,010.87","1,010.87","1,010.87"
02/04/2020,988.14,"1,020.68","1,020.68","1,020.68"
01/04/2020,"1,002.69",993.02,993.02,993.02
31/03/2020,"1,033.82","1,032.90","1,032.90","1,032.90"
30/03/2020,"1,007.29","1,036.98","1,036.98","1,036.98"
27/03/2020,995.14,990.69,990.69,990.69
26/03/2020,957.61,"1,015.18","1,015.18","1,015.18"
25/03/2020,932.73,948.94,948.94,948.94
24/03/2020,906.88,937.08,937.08,937.08
23/03/2020,910.67,870.99,870.99,870.99
20/03/2020,959.3,916.59,916.59,916.59
19/03/2020,972.32,955.54,955.54,955.54
18/03/2020,975.93,973.71,973.71,973.71
17/03/2020,948.95,"1,007.95","1,007.95","1,007.95"
16/03/2020,998.1,948.61,948.61,948.61
13/03/2020,984.85,"1,053.93","1,053.93","1,053.92"
12/03/2020,"1,061.43",985.4,985.4,985.4
11/03/2020,"1,107.67","1,064.27","1,064.27","1,064.27"
10/03/2020,"1,070.54","1,107.57","1,107.57","1,107.57"
09/03/2020,"1,128.75","1,070.44","1,070.44","1,070.44"
06/03/2020,"1,134.37","1,129.02","1,129.02","1,129.02"
05/03/2020,"1,162.51","1,134.90","1,134.90","1,134.90"
04/03/2020,"1,099.15","1,162.75","1,162.75","1,162.75"
03/03/2020,"1,127.45","1,098.88","1,098.88","1,098.88"
02/03/2020,"1,075.71","1,127.57","1,127.57","1,127.57"
28/02/2020,"1,090.72","1,075.66","1,075.66","1,075.66"
27/02/2020,"1,128.55","1,091.03","1,091.03","1,091.03"
26/02/2020,"1,129.95","1,128.63","1,128.63","1,128.63"
25/02/2020,"1,164.21","1,129.79","1,129.79","1,129.79"
24/02/2020,"1,202.30","1,164.14","1,164.14","1,164.14"
21/02/2020,"1,203.20","1,203.41","1,203.41","1,203.41"
20/02/2020,"1,210.60","1,203.03","1,203.03","1,203.03"
